Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	ExcludedGroup_Category	PEandPPE_Subfamily	Product	Functional_Category	Is_Pseudogene	IntergenicRegion_IsNextTo_PLC_Gene	Intergenic_GeneToTheLeft	Intergenic_GeneToTheLeft_FuncCategory	Intergenic_GeneToTheRight	Intergenic_GeneToTheRight_FuncCategory	Mean_EBR_36CI	gene_PercentPerfect_EBR_36CI	gene_ProportionWith_NANs_EBR_36CI	gene_GC_Content	Mean_PileupMapScore_K50_E4	Mean_PileupMapScore_K100_E4	Mean_PileupMapScore_K125_E4	Length
NC_000962.3	29607	29721		IntergenicRegion_21_Rv0025-Rv0026		Intergenic	Intergenic			Intergenic		False	Rv0025	NotExcluded	Rv0026	NotExcluded	1.0	100.0	0.0	66.66666666666667	1.0	1.0	1.0	114
NC_000962.3	31068	31188		IntergenicRegion_22_Rv0026-Rv0027		Intergenic	Intergenic			Intergenic		False	Rv0026	NotExcluded	Rv0027	NotExcluded	1.0	100.0	0.0	69.16666666666667	1.0	1.0	1.0	120
NC_000962.3	31506	31513		IntergenicRegion_23_Rv0027-Rv0028		Intergenic	Intergenic			Intergenic		False	Rv0027	NotExcluded	Rv0028	NotExcluded	1.0	100.0	0.0	85.71428571428571	1.0	1.0	1.0	7
NC_000962.3	31819	32056		IntergenicRegion_24_Rv0028-Rv0029		Intergenic	Intergenic			Intergenic		False	Rv0028	NotExcluded	Rv0029	NotExcluded	1.0	100.0	0.0	63.71308016877637	1.0	1.0	1.0	237
NC_000962.3	33154	33223		IntergenicRegion_25_Rv0029-Rv0030		Intergenic	Intergenic			Intergenic		False	Rv0029	NotExcluded	Rv0030	NotExcluded	1.0	100.0	0.0	60.869565217391305	1.0	1.0	1.0	69
NC_000962.3	33553	33581		IntergenicRegion_26_Rv0030-Rv0031		Intergenic	Intergenic			Intergenic		True	Rv0030	NotExcluded	Rv0031	InsertionSeqs_And_Phages	1.0	100.0	0.0	53.57142857142857	1.0	1.0	1.0	28
NC_000962.3	33794	34294		IntergenicRegion_27_Rv0031-Rv0032		Intergenic	Intergenic			Intergenic		True	Rv0031	InsertionSeqs_And_Phages	Rv0032	NotExcluded	1.0	100.0	0.0	58.8	1.0	1.0	1.0	500
NC_000962.3	38947	39055		IntergenicRegion_28_Rv0035-Rv0036c		Intergenic	Intergenic			Intergenic		False	Rv0035	NotExcluded	Rv0036c	NotExcluded	0.9963991769547326	97.22222222222221	0.0	71.29629629629629	1.0	1.0	1.0	108
NC_000962.3	39829	39876		IntergenicRegion_29_Rv0036c-Rv0037c		Intergenic	Intergenic			Intergenic		False	Rv0036c	NotExcluded	Rv0037c	NotExcluded	1.0	100.0	0.0	53.191489361702125	1.0	1.0	1.0	47
NC_000962.3	41202	41303		IntergenicRegion_30_Rv0037c-Rv0038		Intergenic	Intergenic			Intergenic		False	Rv0037c	NotExcluded	Rv0038	NotExcluded	1.0	100.0	0.0	63.366336633663366	1.0	1.0	1.0	101
NC_000962.3	41912	42003		IntergenicRegion_31_Rv0038-Rv0039c		Intergenic	Intergenic			Intergenic		False	Rv0038	NotExcluded	Rv0039c	NotExcluded	1.0	100.0	0.0	73.62637362637362	1.0	1.0	1.0	91
NC_000962.3	42351	42432		IntergenicRegion_32_Rv0039c-Rv0040c		Intergenic	Intergenic			Intergenic		False	Rv0039c	NotExcluded	Rv0040c	NotExcluded	1.0	100.0	0.0	65.4320987654321	1.0	1.0	1.0	81
NC_000962.3	43365	43561		IntergenicRegion_33_Rv0040c-Rv0041		Intergenic	Intergenic			Intergenic		False	Rv0040c	NotExcluded	Rv0041	NotExcluded	1.0	100.0	0.0	64.28571428571429	1.0	1.0	1.0	196
NC_000962.3	46471	46580		IntergenicRegion_34_Rv0041-Rv0042c		Intergenic	Intergenic			Intergenic		False	Rv0041	NotExcluded	Rv0042c	NotExcluded	1.0	100.0	0.0	63.30275229357798	1.0	1.0	1.0	109
NC_000962.3	47207	47365		IntergenicRegion_35_Rv0042c-Rv0043c		Intergenic	Intergenic			Intergenic		False	Rv0042c	NotExcluded	Rv0043c	NotExcluded	1.0	100.0	0.0	56.962025316455694	1.0	1.0	1.0	158
NC_000962.3	48100	48232		IntergenicRegion_36_Rv0043c-Rv0044c		Intergenic	Intergenic			Intergenic		False	Rv0043c	NotExcluded	Rv0044c	NotExcluded	1.0	100.0	0.0	58.333333333333336	1.0	1.0	1.0	132
NC_000962.3	49027	49042		IntergenicRegion_37_Rv0044c-Rv0045c		Intergenic	Intergenic			Intergenic		False	Rv0044c	NotExcluded	Rv0045c	NotExcluded	1.0	100.0	0.0	73.33333333333333	1.0	1.0	1.0	15
NC_000962.3	49939	50020		IntergenicRegion_38_Rv0045c-Rv0046c		Intergenic	Intergenic			Intergenic		False	Rv0045c	NotExcluded	Rv0046c	NotExcluded	1.0	100.0	0.0	62.96296296296296	1.0	1.0	1.0	81
NC_000962.3	51124	51184		IntergenicRegion_39_Rv0046c-Rv0047c		Intergenic	Intergenic			Intergenic		False	Rv0046c	NotExcluded	Rv0047c	NotExcluded	1.0	100.0	0.0	53.333333333333336	1.0	1.0	1.0	60
NC_000962.3	51727	51827		IntergenicRegion_40_Rv0047c-Rv0048c		Intergenic	Intergenic			Intergenic		False	Rv0047c	NotExcluded	Rv0048c	NotExcluded	1.0	100.0	0.0	53.0	1.0	1.0	1.0	100
NC_000962.3	52697	52830		IntergenicRegion_41_Rv0048c-Rv0049		Intergenic	Intergenic			Intergenic		False	Rv0048c	NotExcluded	Rv0049	NotExcluded	1.0	100.0	0.0	61.65413533834587	1.0	1.0	1.0	133
NC_000962.3	53244	53662		IntergenicRegion_42_Rv0049-Rv0050		Intergenic	Intergenic			Intergenic		False	Rv0049	NotExcluded	Rv0050	NotExcluded	1.0	100.0	0.0	74.64114832535886	1.0	1.0	1.0	418
NC_000962.3	57378	57409		IntergenicRegion_43_Rv0051-Rv0052		Intergenic	Intergenic			Intergenic		False	Rv0051	NotExcluded	Rv0052	NotExcluded	1.0	100.0	0.0	74.19354838709677	1.0	1.0	1.0	31
NC_000962.3	57973	58191		IntergenicRegion_44_Rv0052-Rv0053		Intergenic	Intergenic			Intergenic		False	Rv0052	NotExcluded	Rv0053	NotExcluded	1.0	100.0	0.0	65.13761467889908	1.0	1.0	1.0	218
NC_000962.3	58482	58585		IntergenicRegion_45_Rv0053-Rv0054		Intergenic	Intergenic			Intergenic		False	Rv0053	NotExcluded	Rv0054	NotExcluded	1.0	100.0	0.0	64.07766990291262	1.0	1.0	1.0	103
NC_000962.3	59080	59121		IntergenicRegion_46_Rv0054-Rv0055		Intergenic	Intergenic			Intergenic		False	Rv0054	NotExcluded	Rv0055	NotExcluded	1.0	100.0	0.0	43.90243902439025	1.0	1.0	1.0	41
NC_000962.3	59376	59408		IntergenicRegion_47_Rv0055-Rv0056		Intergenic	Intergenic			Intergenic		False	Rv0055	NotExcluded	Rv0056	NotExcluded	1.0	100.0	0.0	53.125	1.0	1.0	1.0	32
NC_000962.3	59867	59895		IntergenicRegion_48_Rv0056-Rv0057		Intergenic	Intergenic			Intergenic		False	Rv0056	NotExcluded	Rv0057	NotExcluded	1.0	100.0	0.0	64.28571428571429	1.0	1.0	1.0	28
NC_000962.3	63020	63199		IntergenicRegion_49_Rv0058-Rv0059		Intergenic	Intergenic			Intergenic		False	Rv0058	NotExcluded	Rv0059	NotExcluded	1.0	100.0	0.0	62.56983240223464	1.0	1.0	1.0	179
NC_000962.3	63892	63908		IntergenicRegion_50_Rv0059-Rv0060		Intergenic	Intergenic			Intergenic		False	Rv0059	NotExcluded	Rv0060	NotExcluded	1.0	100.0	0.0	62.5	1.0	1.0	1.0	16
NC_000962.3	64967	65011		IntergenicRegion_51_Rv0060-Rv0061c		Intergenic	Intergenic			Intergenic		False	Rv0060	NotExcluded	Rv0061c	NotExcluded	1.0	100.0	0.0	68.18181818181819	1.0	1.0	1.0	44
NC_000962.3	65350	65551		IntergenicRegion_52_Rv0061c-Rv0062		Intergenic	Intergenic			Intergenic		False	Rv0061c	NotExcluded	Rv0062	NotExcluded	1.0	100.0	0.0	58.70646766169154	1.0	1.0	1.0	201
NC_000962.3	66694	66922		IntergenicRegion_53_Rv0062-Rv0063		Intergenic	Intergenic			Intergenic		False	Rv0062	NotExcluded	Rv0063	NotExcluded	1.0	100.0	0.0	70.17543859649123	1.0	1.0	1.0	228
NC_000962.3	68362	68619		IntergenicRegion_54_Rv0063-Rv0064		Intergenic	Intergenic			Intergenic		False	Rv0063	NotExcluded	Rv0064	NotExcluded	1.0	100.0	0.0	65.75875486381322	1.0	1.0	1.0	257
NC_000962.3	71559	71588		IntergenicRegion_55_Rv0064-Rv0064A		Intergenic	Intergenic			Intergenic		False	Rv0064	NotExcluded	Rv0064A	NotExcluded	0.8802681992337165	13.793103448275861	0.0	62.06896551724138	1.0	1.0	1.0	29
NC_000962.3	72222	72273		IntergenicRegion_56_Rv0065-Rv0066c		Intergenic	Intergenic			Intergenic		False	Rv0065	NotExcluded	Rv0066c	NotExcluded	1.0	100.0	0.0	72.54901960784314	1.0	1.0	1.0	51
NC_000962.3	74511	74628		IntergenicRegion_57_Rv0066c-Rv0067c		Intergenic	Intergenic			Intergenic		False	Rv0066c	NotExcluded	Rv0067c	NotExcluded	1.0	100.0	0.0	61.53846153846154	1.0	1.0	1.0	117
NC_000962.3	75198	75300		IntergenicRegion_58_Rv0067c-Rv0068		Intergenic	Intergenic			Intergenic		False	Rv0067c	NotExcluded	Rv0068	NotExcluded	1.0	100.0	0.0	61.76470588235294	1.0	1.0	1.0	102
NC_000962.3	76212	76236		IntergenicRegion_59_Rv0068-Rv0069c		Intergenic	Intergenic			Intergenic		False	Rv0068	NotExcluded	Rv0069c	NotExcluded	1.0	100.0	0.0	66.66666666666667	1.0	1.0	1.0	24
NC_000962.3	78896	79485		IntergenicRegion_60_Rv0070c-Rv0071		Intergenic	Intergenic			Intergenic		False	Rv0070c	NotExcluded	Rv0071	NotExcluded	1.0	100.0	0.0	63.66723259762309	1.0	1.0	1.0	589
NC_000962.3	80193	80623		IntergenicRegion_61_Rv0071-Rv0072		Intergenic	Intergenic			Intergenic		False	Rv0071	NotExcluded	Rv0072	NotExcluded	0.8332687338501291	0.0	0.0	63.48837209302326	0.815767441860465	0.8846279069767442	0.9135162790697673	430
NC_000962.3	81673	81675		IntergenicRegion_62_Rv0072-Rv0073		Intergenic	Intergenic			Intergenic		False	Rv0072	NotExcluded	Rv0073	NotExcluded	0.8333333333333334	0.0	0.0	100.0	1.0	1.0	1.0	2
NC_000962.3	82668	82747		IntergenicRegion_63_Rv0073-Rv0074		Intergenic	Intergenic			Intergenic		False	Rv0073	NotExcluded	Rv0074	NotExcluded	0.8333333333333333	0.0	0.0	72.15189873417721	1.0	1.0	1.0	79
NC_000962.3	83983	83995		IntergenicRegion_64_Rv0074-Rv0075		Intergenic	Intergenic			Intergenic		False	Rv0074	NotExcluded	Rv0075	NotExcluded	1.0	100.0	0.0	50.0	1.0	1.0	1.0	12
NC_000962.3	85168	85182		IntergenicRegion_65_Rv0075-Rv0076c		Intergenic	Intergenic			Intergenic		False	Rv0075	NotExcluded	Rv0076c	NotExcluded	1.0	100.0	0.0	50.0	1.0	1.0	1.0	14
NC_000962.3	85572	85635		IntergenicRegion_66_Rv0076c-Rv0077c		Intergenic	Intergenic			Intergenic		False	Rv0076c	NotExcluded	Rv0077c	NotExcluded	1.0	100.0	0.0	65.07936507936508	1.0	1.0	1.0	63
NC_000962.3	86466	86527		IntergenicRegion_67_Rv0077c-Rv0078		Intergenic	Intergenic			Intergenic		False	Rv0077c	NotExcluded	Rv0078	NotExcluded	1.0	100.0	0.0	49.18032786885246	1.0	1.0	1.0	61
NC_000962.3	87133	87207		IntergenicRegion_68_Rv0078-Rv0078A		Intergenic	Intergenic			Intergenic		False	Rv0078	NotExcluded	Rv0078A	NotExcluded	1.0	100.0	0.0	67.56756756756756	1.0	1.0	1.0	74
NC_000962.3	88004	88203		IntergenicRegion_69_Rv0078B-Rv0079		Intergenic	Intergenic			Intergenic		False	Rv0078B	NotExcluded	Rv0079	NotExcluded	1.0	100.0	0.0	60.80402010050251	1.0	1.0	1.0	199
NC_000962.3	89480	89574		IntergenicRegion_70_Rv0080-Rv0081		Intergenic	Intergenic			Intergenic		False	Rv0080	NotExcluded	Rv0081	NotExcluded	1.0	100.0	0.0	58.51063829787234	1.0	1.0	1.0	94
NC_000962.3	89919	89923		IntergenicRegion_71_Rv0081-Rv0082		Intergenic	Intergenic			Intergenic		False	Rv0081	NotExcluded	Rv0082	NotExcluded	1.0	100.0	0.0	100.0	1.0	1.0	1.0	4
NC_000962.3	92322	92327		IntergenicRegion_72_Rv0083-Rv0084		Intergenic	Intergenic			Intergenic		False	Rv0083	NotExcluded	Rv0084	NotExcluded	1.0	100.0	0.0	60.0	1.0	1.0	1.0	5
NC_000962.3	93278	93288		IntergenicRegion_73_Rv0084-Rv0085		Intergenic	Intergenic			Intergenic		False	Rv0084	NotExcluded	Rv0085	NotExcluded	1.0	100.0	0.0	90.0	1.0	1.0	1.0	10
NC_000962.3	96892	96926		IntergenicRegion_74_Rv0087-Rv0088		Intergenic	Intergenic			Intergenic		False	Rv0087	NotExcluded	Rv0088	NotExcluded	1.0	100.0	0.0	73.52941176470588	1.0	1.0	1.0	34
NC_000962.3	97601	97757		IntergenicRegion_75_Rv0088-Rv0089		Intergenic	Intergenic			Intergenic		False	Rv0088	NotExcluded	Rv0089	NotExcluded	1.0	100.0	0.0	60.8974358974359	1.0	1.0	1.0	156
NC_000962.3	98351	98479		IntergenicRegion_76_Rv0089-Rv0090		Intergenic	Intergenic			Intergenic		False	Rv0089	NotExcluded	Rv0090	NotExcluded	1.0	100.0	0.0	60.9375	1.0	1.0	1.0	128
NC_000962.3	99250	99683		IntergenicRegion_77_Rv0090-Rv0091		Intergenic	Intergenic			Intergenic		False	Rv0090	NotExcluded	Rv0091	NotExcluded	1.0	100.0	0.0	67.6674364896074	1.0	1.0	1.0	433
NC_000962.3	100451	100582		IntergenicRegion_78_Rv0091-Rv0092		Intergenic	Intergenic			Intergenic		False	Rv0091	NotExcluded	Rv0092	NotExcluded	1.0	100.0	0.0	61.83206106870229	1.0	1.0	1.0	131
NC_000962.3	103663	103709		IntergenicRegion_79_Rv0093c-Rv0094c		Intergenic	Intergenic			Intergenic		True	Rv0093c	NotExcluded	Rv0094c	InsertionSeqs_And_Phages	1.0	100.0	0.0	78.26086956521739	0.9939130434782608	0.9969565217391306	0.9975652173913043	46
NC_000962.3	104663	104804		IntergenicRegion_80_Rv0094c-Rv0095c		Intergenic	Intergenic			Intergenic		True	Rv0094c	InsertionSeqs_And_Phages	Rv0095c	InsertionSeqs_And_Phages	0.7773837667454689	0.0	0.0	70.2127659574468	0.5390068617021276	0.657210230496454	0.7161984396595746	141
NC_000962.3	105215	105323		IntergenicRegion_81_Rv0095c-Rv0096		Intergenic	Intergenic			Intergenic		True	Rv0095c	InsertionSeqs_And_Phages	Rv0096	PE/PPEs	1.0	100.0	0.0	61.111111111111114	1.0	1.0	1.0	108
NC_000962.3	106715	106733		IntergenicRegion_82_Rv0096-Rv0097		Intergenic	Intergenic			Intergenic		True	Rv0096	PE/PPEs	Rv0097	NotExcluded	1.0	100.0	0.0	44.44444444444444	1.0	1.0	1.0	18
NC_000962.3	108151	108155		IntergenicRegion_83_Rv0098-Rv0099		Intergenic	Intergenic			Intergenic		False	Rv0098	NotExcluded	Rv0099	NotExcluded	1.0	100.0	0.0	50.0	1.0	1.0	1.0	4
NC_000962.3	109778	109782		IntergenicRegion_84_Rv0099-Rv0100		Intergenic	Intergenic			Intergenic		False	Rv0099	NotExcluded	Rv0100	NotExcluded	1.0	100.0	0.0	100.0	1.0	1.0	1.0	4
NC_000962.3	117539	117713		IntergenicRegion_85_Rv0101-Rv0102		Intergenic	Intergenic			Intergenic		False	Rv0101	NotExcluded	Rv0102	NotExcluded	1.0	100.0	0.0	62.06896551724138	1.0	1.0	1.0	174
NC_000962.3	119699	119914		IntergenicRegion_86_Rv0102-Rv0103c		Intergenic	Intergenic			Intergenic		False	Rv0102	NotExcluded	Rv0103c	NotExcluded	1.0	100.0	0.0	62.325581395348834	1.0	1.0	1.0	215
NC_000962.3	122173	122316		IntergenicRegion_87_Rv0103c-Rv0104		Intergenic	Intergenic			Intergenic		False	Rv0103c	NotExcluded	Rv0104	NotExcluded	1.0	100.0	0.0	58.04195804195804	1.0	1.0	1.0	143
NC_000962.3	123831	123979		IntergenicRegion_88_Rv0104-Rv0105c		Intergenic	Intergenic			Intergenic		False	Rv0104	NotExcluded	Rv0105c	NotExcluded	1.0	100.0	0.0	56.75675675675676	1.0	1.0	1.0	148
NC_000962.3	124264	124373		IntergenicRegion_89_Rv0105c-Rv0106		Intergenic	Intergenic			Intergenic		False	Rv0105c	NotExcluded	Rv0106	NotExcluded	1.0	100.0	0.0	51.37614678899082	1.0	1.0	1.0	109
NC_000962.3	125570	125642		IntergenicRegion_90_Rv0106-Rv0107c		Intergenic	Intergenic			Intergenic		False	Rv0106	NotExcluded	Rv0107c	NotExcluded	1.0	100.0	0.0	65.27777777777777	1.0	1.0	1.0	72
NC_000962.3	130541	130894		IntergenicRegion_91_Rv0107c-Rv0108c		Intergenic	Intergenic			Intergenic		False	Rv0107c	NotExcluded	Rv0108c	NotExcluded	1.0	100.0	0.0	63.172804532577906	1.0	1.0	1.0	353
NC_000962.3	131104	131381		IntergenicRegion_92_Rv0108c-Rv0109		Intergenic	Intergenic			Intergenic		True	Rv0108c	NotExcluded	Rv0109	PE/PPEs	0.9794424388287206	25.992779783393498	0.0	62.81588447653429	1.0	1.0	1.0	277
NC_000962.3	132872	133019		IntergenicRegion_93_Rv0109-Rv0110		Intergenic	Intergenic			Intergenic		True	Rv0109	PE/PPEs	Rv0110	NotExcluded	1.0	100.0	0.0	64.62585034013605	1.0	1.0	1.0	147
NC_000962.3	133769	133949		IntergenicRegion_94_Rv0110-Rv0111		Intergenic	Intergenic			Intergenic		False	Rv0110	NotExcluded	Rv0111	NotExcluded	1.0	100.0	0.0	61.111111111111114	1.0	1.0	1.0	180
NC_000962.3	136007	136288		IntergenicRegion_95_Rv0111-Rv0112		Intergenic	Intergenic			Intergenic		False	Rv0111	NotExcluded	Rv0112	NotExcluded	1.0	100.0	0.0	58.718861209964416	1.0	1.0	1.0	281
NC_000962.3	137245	137318		IntergenicRegion_96_Rv0112-Rv0113		Intergenic	Intergenic			Intergenic		False	Rv0112	NotExcluded	Rv0113	NotExcluded	1.0	100.0	0.0	47.945205479452056	1.0	1.0	1.0	73
NC_000962.3	137909	137940		IntergenicRegion_97_Rv0113-Rv0114		Intergenic	Intergenic			Intergenic		False	Rv0113	NotExcluded	Rv0114	NotExcluded	1.0	100.0	0.0	54.83870967741935	1.0	1.0	1.0	31
NC_000962.3	139673	140266		IntergenicRegion_98_Rv0115-Rv0116c		Intergenic	Intergenic			Intergenic		False	Rv0115	NotExcluded	Rv0116c	NotExcluded	1.0	100.0	0.0	64.2495784148398	1.0	1.0	1.0	593
NC_000962.3	141022	141199		IntergenicRegion_99_Rv0116c-Rv0117		Intergenic	Intergenic			Intergenic		False	Rv0116c	NotExcluded	Rv0117	NotExcluded	1.0	100.0	0.0	67.79661016949153	1.0	1.0	1.0	177
NC_000962.3	143876	144048		IntergenicRegion_100_Rv0118c-Rv0119		Intergenic	Intergenic			Intergenic		False	Rv0118c	NotExcluded	Rv0119	NotExcluded	1.0	100.0	0.0	62.7906976744186	1.0	1.0	1.0	172
NC_000962.3	147771	147907		IntergenicRegion_101_Rv0120c-Rv0121c		Intergenic	Intergenic			Intergenic		False	Rv0120c	NotExcluded	Rv0121c	NotExcluded	1.0	100.0	0.0	61.76470588235294	1.0	1.0	1.0	136
NC_000962.3	148342	148490		IntergenicRegion_102_Rv0121c-Rv0122		Intergenic	Intergenic			Intergenic		False	Rv0121c	NotExcluded	Rv0122	NotExcluded	1.0	100.0	0.0	67.56756756756756	1.0	1.0	1.0	148
NC_000962.3	149224	149532		IntergenicRegion_103_Rv0123-Rv0124		Intergenic	Intergenic			Intergenic		True	Rv0123	NotExcluded	Rv0124	PE/PPEs	0.9523809523809526	4.545454545454546	0.0	65.25974025974025	1.0	1.0	1.0	308
NC_000962.3	150996	151147		IntergenicRegion_104_Rv0124-Rv0125		Intergenic	Intergenic			Intergenic		True	Rv0124	PE/PPEs	Rv0125	NotExcluded	1.0	100.0	0.0	60.264900662251655	1.0	1.0	1.0	151
NC_000962.3	152215	152323		IntergenicRegion_105_Rv0125-Rv0126		Intergenic	Intergenic			Intergenic		False	Rv0125	NotExcluded	Rv0126	NotExcluded	1.0	100.0	0.0	67.5925925925926	1.0	1.0	1.0	108
NC_000962.3	154129	154231		IntergenicRegion_106_Rv0126-Rv0127		Intergenic	Intergenic			Intergenic		False	Rv0126	NotExcluded	Rv0127	NotExcluded	0.8815359477124185	0.0	0.0	68.62745098039215	0.6399941099019608	1.0	1.0	102
NC_000962.3	155599	155666		IntergenicRegion_107_Rv0127-Rv0128		Intergenic	Intergenic			Intergenic		False	Rv0127	NotExcluded	Rv0128	NotExcluded	1.0	100.0	0.0	65.67164179104478	1.0	1.0	1.0	67
NC_000962.3	156446	156577		IntergenicRegion_108_Rv0128-Rv0129c		Intergenic	Intergenic			Intergenic		False	Rv0128	NotExcluded	Rv0129c	NotExcluded	0.9957591178965226	84.7328244274809	0.0	66.41221374045801	1.0	1.0	1.0	131
NC_000962.3	157600	157846		IntergenicRegion_109_Rv0129c-Rv0130		Intergenic	Intergenic			Intergenic		False	Rv0129c	NotExcluded	Rv0130	NotExcluded	1.0	100.0	0.0	62.60162601626016	1.0	1.0	1.0	246
NC_000962.3	158302	158314		IntergenicRegion_110_Rv0130-Rv0131c		Intergenic	Intergenic			Intergenic		False	Rv0130	NotExcluded	Rv0131c	NotExcluded	1.0	100.0	0.0	75.0	1.0	1.0	1.0	12
NC_000962.3	159658	159699		IntergenicRegion_111_Rv0131c-Rv0132c		Intergenic	Intergenic			Intergenic		False	Rv0131c	NotExcluded	Rv0132c	NotExcluded	1.0	100.0	0.0	56.09756097560975	1.0	1.0	1.0	41
NC_000962.3	160782	160868		IntergenicRegion_112_Rv0132c-Rv0133		Intergenic	Intergenic			Intergenic		False	Rv0132c	NotExcluded	Rv0133	NotExcluded	1.0	100.0	0.0	68.6046511627907	1.0	1.0	1.0	86
