Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	ExcludedGroup_Category	PEandPPE_Subfamily	Product	Functional_Category	Is_Pseudogene	IntergenicRegion_IsNextTo_PLC_Gene	Intergenic_GeneToTheLeft	Intergenic_GeneToTheLeft_FuncCategory	Intergenic_GeneToTheRight	Intergenic_GeneToTheRight_FuncCategory	Mean_EBR_36CI	gene_PercentPerfect_EBR_36CI	gene_ProportionWith_NANs_EBR_36CI	gene_GC_Content	Mean_PileupMapScore_K50_E4	Mean_PileupMapScore_K100_E4	Mean_PileupMapScore_K125_E4	Length
NC_000962.3	39876	41202	-	Rv0037c	Rv0037c	CDS	NotExcluded	None	Probable conserved integral membrane protein	cell wall and cell processes	No						1.0	100.0	0.0	67.72247360482655	1.0	1.0	1.0	1326
NC_000962.3	41202	41303		IntergenicRegion_30_Rv0037c-Rv0038		Intergenic	Intergenic			Intergenic		False	Rv0037c	NotExcluded	Rv0038	NotExcluded	1.0	100.0	0.0	63.366336633663366	1.0	1.0	1.0	101
NC_000962.3	41303	41912	+	Rv0038	Rv0038	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No						1.0	100.0	0.0	65.35303776683087	1.0	1.0	1.0	609
NC_000962.3	41912	42003		IntergenicRegion_31_Rv0038-Rv0039c		Intergenic	Intergenic			Intergenic		False	Rv0038	NotExcluded	Rv0039c	NotExcluded	1.0	100.0	0.0	73.62637362637362	1.0	1.0	1.0	91
NC_000962.3	42003	42351	-	Rv0039c	Rv0039c	CDS	NotExcluded	None	Possible conserved transmembrane protein	cell wall and cell processes	No						1.0	100.0	0.0	71.83908045977012	1.0	1.0	1.0	348
NC_000962.3	42351	42432		IntergenicRegion_32_Rv0039c-Rv0040c		Intergenic	Intergenic			Intergenic		False	Rv0039c	NotExcluded	Rv0040c	NotExcluded	1.0	100.0	0.0	65.4320987654321	1.0	1.0	1.0	81
NC_000962.3	42432	43365	-	Rv0040c	mtc28	CDS	NotExcluded	None	Secreted proline rich protein Mtc28 (proline rich 28 kDa antigen)	cell wall and cell processes	No						1.0	100.0	0.0	67.52411575562701	1.0	1.0	1.0	933
NC_000962.3	43365	43561		IntergenicRegion_33_Rv0040c-Rv0041		Intergenic	Intergenic			Intergenic		False	Rv0040c	NotExcluded	Rv0041	NotExcluded	1.0	100.0	0.0	64.28571428571429	1.0	1.0	1.0	196
NC_000962.3	43561	46471	+	Rv0041	leuS	CDS	NotExcluded	None	Probable leucyl-tRNA synthetase LeuS (leucine--tRNA ligase) (LEURS)	information pathways	No						1.0	100.0	0.0	62.955326460481096	1.0	1.0	1.0	2910
NC_000962.3	46471	46580		IntergenicRegion_34_Rv0041-Rv0042c		Intergenic	Intergenic			Intergenic		False	Rv0041	NotExcluded	Rv0042c	NotExcluded	1.0	100.0	0.0	63.30275229357798	1.0	1.0	1.0	109
NC_000962.3	46580	47207	-	Rv0042c	Rv0042c	CDS	NotExcluded	None	Possible transcriptional regulatory protein (probably MarR-family)	regulatory proteins	No						1.0	100.0	0.0	63.79585326953748	1.0	1.0	1.0	627
NC_000962.3	47207	47365		IntergenicRegion_35_Rv0042c-Rv0043c		Intergenic	Intergenic			Intergenic		False	Rv0042c	NotExcluded	Rv0043c	NotExcluded	1.0	100.0	0.0	56.962025316455694	1.0	1.0	1.0	158
NC_000962.3	47365	48100	-	Rv0043c	Rv0043c	CDS	NotExcluded	None	Probable transcriptional regulatory protein (probably GntR-family)	regulatory proteins	No						1.0	100.0	0.0	63.673469387755105	1.0	1.0	1.0	735
NC_000962.3	48100	48232		IntergenicRegion_36_Rv0043c-Rv0044c		Intergenic	Intergenic			Intergenic		False	Rv0043c	NotExcluded	Rv0044c	NotExcluded	1.0	100.0	0.0	58.333333333333336	1.0	1.0	1.0	132
NC_000962.3	48232	49027	-	Rv0044c	Rv0044c	CDS	NotExcluded	None	Possible oxidoreductase	intermediary metabolism and respiration	No						0.9968553459119497	88.67924528301887	0.0	66.54088050314465	1.0	1.0	1.0	795
NC_000962.3	49027	49042		IntergenicRegion_37_Rv0044c-Rv0045c		Intergenic	Intergenic			Intergenic		False	Rv0044c	NotExcluded	Rv0045c	NotExcluded	1.0	100.0	0.0	73.33333333333333	1.0	1.0	1.0	15
NC_000962.3	49042	49939	-	Rv0045c	Rv0045c	CDS	NotExcluded	None	Possible hydrolase	lipid metabolism	No						1.0	100.0	0.0	67.11259754738016	1.0	1.0	1.0	897
NC_000962.3	49939	50020		IntergenicRegion_38_Rv0045c-Rv0046c		Intergenic	Intergenic			Intergenic		False	Rv0045c	NotExcluded	Rv0046c	NotExcluded	1.0	100.0	0.0	62.96296296296296	1.0	1.0	1.0	81
NC_000962.3	50020	51124	-	Rv0046c	ino1	CDS	NotExcluded	None	myo-inositol-1-phosphate synthase Ino1 (inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (glucose 6-phosphate cyclase) (glucocycloaldolase)	intermediary metabolism and respiration	No						1.0	100.0	0.0	63.94927536231884	1.0	1.0	1.0	1104
NC_000962.3	51124	51184		IntergenicRegion_39_Rv0046c-Rv0047c		Intergenic	Intergenic			Intergenic		False	Rv0046c	NotExcluded	Rv0047c	NotExcluded	1.0	100.0	0.0	53.333333333333336	1.0	1.0	1.0	60
NC_000962.3	51184	51727	-	Rv0047c	Rv0047c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No						1.0	100.0	0.0	66.48250460405157	1.0	1.0	1.0	543
NC_000962.3	51727	51827		IntergenicRegion_40_Rv0047c-Rv0048c		Intergenic	Intergenic			Intergenic		False	Rv0047c	NotExcluded	Rv0048c	NotExcluded	1.0	100.0	0.0	53.0	1.0	1.0	1.0	100
NC_000962.3	51827	52697	-	Rv0048c	Rv0048c	CDS	NotExcluded	None	Possible membrane protein	cell wall and cell processes	No						1.0	100.0	0.0	65.86206896551724	1.0	1.0	1.0	870
NC_000962.3	52697	52830		IntergenicRegion_41_Rv0048c-Rv0049		Intergenic	Intergenic			Intergenic		False	Rv0048c	NotExcluded	Rv0049	NotExcluded	1.0	100.0	0.0	61.65413533834587	1.0	1.0	1.0	133
NC_000962.3	52830	53244	+	Rv0049	Rv0049	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	66.66666666666667	1.0	1.0	1.0	414
NC_000962.3	53244	53662		IntergenicRegion_42_Rv0049-Rv0050		Intergenic	Intergenic			Intergenic		False	Rv0049	NotExcluded	Rv0050	NotExcluded	1.0	100.0	0.0	74.64114832535886	1.0	1.0	1.0	418
NC_000962.3	53662	55699	+	Rv0050	ponA1	CDS	NotExcluded	None	Probable bifunctional penicillin-binding protein 1A/1B PonA1 (murein polymerase) (PBP1): penicillin-insensitive transglycosylase (peptidoglycan TGASE) + penicillin-sensitive transpeptidase (DD-transpeptidase)	cell wall and cell processes	No						0.9933453335515191	94.50171821305841	0.0	63.328424153166424	1.0	1.0	1.0	2037
NC_000962.3	55695	57378	+	Rv0051	Rv0051	CDS	NotExcluded	None	Probable conserved transmembrane protein	cell wall and cell processes	No						1.0	100.0	0.0	64.52762923351159	1.0	1.0	1.0	1683
NC_000962.3	57378	57409		IntergenicRegion_43_Rv0051-Rv0052		Intergenic	Intergenic			Intergenic		False	Rv0051	NotExcluded	Rv0052	NotExcluded	1.0	100.0	0.0	74.19354838709677	1.0	1.0	1.0	31
NC_000962.3	57409	57973	+	Rv0052	Rv0052	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No						1.0	100.0	0.0	65.95744680851064	1.0	1.0	1.0	564
NC_000962.3	57973	58191		IntergenicRegion_44_Rv0052-Rv0053		Intergenic	Intergenic			Intergenic		False	Rv0052	NotExcluded	Rv0053	NotExcluded	1.0	100.0	0.0	65.13761467889908	1.0	1.0	1.0	218
NC_000962.3	58191	58482	+	Rv0053	rpsF	CDS	NotExcluded	None	30S ribosomal protein S6 RpsF	information pathways	No						1.0	100.0	0.0	60.13745704467354	1.0	1.0	1.0	291
NC_000962.3	58482	58585		IntergenicRegion_45_Rv0053-Rv0054		Intergenic	Intergenic			Intergenic		False	Rv0053	NotExcluded	Rv0054	NotExcluded	1.0	100.0	0.0	64.07766990291262	1.0	1.0	1.0	103
NC_000962.3	58585	59080	+	Rv0054	ssb	CDS	NotExcluded	None	Single-strand binding protein Ssb (helix-destabilizing protein)	information pathways	No						0.9998316498316497	99.39393939393939	0.0	66.66666666666667	1.0	1.0	1.0	495
NC_000962.3	59080	59121		IntergenicRegion_46_Rv0054-Rv0055		Intergenic	Intergenic			Intergenic		False	Rv0054	NotExcluded	Rv0055	NotExcluded	1.0	100.0	0.0	43.90243902439025	1.0	1.0	1.0	41
NC_000962.3	59121	59376	+	Rv0055	rpsR1	CDS	NotExcluded	None	30S ribosomal protein S18-1 RpsR1	information pathways	No						1.0	100.0	0.0	64.70588235294117	1.0	1.0	1.0	255
NC_000962.3	59376	59408		IntergenicRegion_47_Rv0055-Rv0056		Intergenic	Intergenic			Intergenic		False	Rv0055	NotExcluded	Rv0056	NotExcluded	1.0	100.0	0.0	53.125	1.0	1.0	1.0	32
NC_000962.3	59408	59867	+	Rv0056	rplI	CDS	NotExcluded	None	50S ribosomal protein L9 RplI	information pathways	No						1.0	100.0	0.0	62.091503267973856	1.0	1.0	1.0	459
NC_000962.3	59867	59895		IntergenicRegion_48_Rv0056-Rv0057		Intergenic	Intergenic			Intergenic		False	Rv0056	NotExcluded	Rv0057	NotExcluded	1.0	100.0	0.0	64.28571428571429	1.0	1.0	1.0	28
NC_000962.3	59895	60417	+	Rv0057	Rv0057	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	60.727969348659	1.0	1.0	1.0	522
NC_000962.3	60395	63020	+	Rv0058	dnaB	CDS	NotExcluded	None	Probable replicative DNA helicase DnaB	information pathways	No						0.9999365079365078	99.77142857142857	0.0	62.819047619047616	1.0	1.0	1.0	2625
NC_000962.3	63020	63199		IntergenicRegion_49_Rv0058-Rv0059		Intergenic	Intergenic			Intergenic		False	Rv0058	NotExcluded	Rv0059	NotExcluded	1.0	100.0	0.0	62.56983240223464	1.0	1.0	1.0	179
NC_000962.3	63199	63892	+	Rv0059	Rv0059	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	61.904761904761905	1.0	1.0	1.0	693
NC_000962.3	63892	63908		IntergenicRegion_50_Rv0059-Rv0060		Intergenic	Intergenic			Intergenic		False	Rv0059	NotExcluded	Rv0060	NotExcluded	1.0	100.0	0.0	62.5	1.0	1.0	1.0	16
NC_000962.3	63908	64967	+	Rv0060	Rv0060	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	60.05665722379604	1.0	1.0	1.0	1059
NC_000962.3	64967	65011		IntergenicRegion_51_Rv0060-Rv0061c		Intergenic	Intergenic			Intergenic		False	Rv0060	NotExcluded	Rv0061c	NotExcluded	1.0	100.0	0.0	68.18181818181819	1.0	1.0	1.0	44
NC_000962.3	65011	65350	-	Rv0061c	Rv0061c	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	62.24188790560472	1.0	1.0	1.0	339
NC_000962.3	65350	65551		IntergenicRegion_52_Rv0061c-Rv0062		Intergenic	Intergenic			Intergenic		False	Rv0061c	NotExcluded	Rv0062	NotExcluded	1.0	100.0	0.0	58.70646766169154	1.0	1.0	1.0	201
